File accession,File format,Output type,Experiment accession,Assay,Biosample term id,Biosample term name,Biosample type,Biosample organism,Biosample treatments,Biosample treatments amount,Biosample treatments duration,Experiment target,Library made from,Library depleted in,Library extraction method,Library lysis method,Library crosslinking method,Library strand specific,Experiment date released,Project,RBNS protein concentration,Library fragmentation method,Library size range,Biological replicate(s),Technical replicate,Read length,Mapped read length,Run type,Paired end,Paired with,Derived from,Size,Lab,md5sum,dbxrefs,File download URL,Assembly,Platform,Controlled by,File Status,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR
ENCFF163RKZ,bed bedMethyl,methylation state at CHH,ENCSR037RNN,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,1,,,,,,,"ENCFF363TSS, ENCFF476ZJG, ENCFF685QHB",7870822312,ENCODE Processing Pipeline,3957f9ff330974dd522ca17dfcbde8f5,,https://www.encodeproject.org/files/ENCFF163RKZ/@@download/ENCFF163RKZ.bed.gz,mm10,,,released,,,,
ENCFF239RWZ,bed bedMethyl,methylation state at CHG,ENCSR037RNN,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF007YTS, ENCFF476ZJG, ENCFF733XOE",2399812169,ENCODE Processing Pipeline,259c70af7538ab3c636d678af81b811a,,https://www.encodeproject.org/files/ENCFF239RWZ/@@download/ENCFF239RWZ.bed.gz,mm10,,,released,,,,
ENCFF835UNN,bed bedMethyl,methylation state at CHH,ENCSR037RNN,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF007YTS, ENCFF476ZJG, ENCFF733XOE",7788062298,ENCODE Processing Pipeline,5bd6e2d11c45848dd2787d1c62551b8f,,https://www.encodeproject.org/files/ENCFF835UNN/@@download/ENCFF835UNN.bed.gz,mm10,,,released,,,,
ENCFF407TGX,bed bedMethyl,methylation state at CpG,ENCSR037RNN,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,12/17/14,ENCODE,,,,2,,,,,,,"ENCFF007YTS, ENCFF476ZJG, ENCFF733XOE",493015427,ENCODE Processing Pipeline,b3668b8807050a31e3e2a06b4d521da1,,https://www.encodeproject.org/files/ENCFF407TGX/@@download/ENCFF407TGX.bed.gz,mm10,,,released,,,,
ENCFF268GBN,bed bedMethyl,methylation state at CHG,ENCSR227RPE,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF085EIJ, ENCFF217MAI, ENCFF476ZJG",2422650719,ENCODE Processing Pipeline,632eb4be7688679e400b3f0aa33618f5,,https://www.encodeproject.org/files/ENCFF268GBN/@@download/ENCFF268GBN.bed.gz,mm10,,,released,,,,
ENCFF084TEF,bed bedMethyl,methylation state at CHH,ENCSR227RPE,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF140XBQ, ENCFF476ZJG, ENCFF689RWL",7788367881,ENCODE Processing Pipeline,da693c264c59160a3de74b6730e83e37,,https://www.encodeproject.org/files/ENCFF084TEF/@@download/ENCFF084TEF.bed.gz,mm10,,,released,,,,
ENCFF941BTB,bed bedMethyl,methylation state at CpG,ENCSR227RPE,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF140XBQ, ENCFF476ZJG, ENCFF689RWL",498657145,ENCODE Processing Pipeline,36363619a877b661195706892abf0d51,,https://www.encodeproject.org/files/ENCFF941BTB/@@download/ENCFF941BTB.bed.gz,mm10,,,released,,,,
ENCFF949ZVJ,bed bedMethyl,methylation state at CpG,ENCSR227RPE,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF085EIJ, ENCFF217MAI, ENCFF476ZJG",501637671,ENCODE Processing Pipeline,d62c91936230bf05646fb5dd81128f74,,https://www.encodeproject.org/files/ENCFF949ZVJ/@@download/ENCFF949ZVJ.bed.gz,mm10,,,released,,,,
ENCFF764EVM,bed bedMethyl,methylation state at CHH,ENCSR227RPE,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,1,,,,,,,"ENCFF085EIJ, ENCFF217MAI, ENCFF476ZJG",7832047328,ENCODE Processing Pipeline,55303f8e8c30f84997f1ca9f359f0754,,https://www.encodeproject.org/files/ENCFF764EVM/@@download/ENCFF764EVM.bed.gz,mm10,,,released,,,,
ENCFF279YQH,bed bedMethyl,methylation state at CHG,ENCSR227RPE,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/23/15,ENCODE,,,,2,,,,,,,"ENCFF140XBQ, ENCFF476ZJG, ENCFF689RWL",2411516519,ENCODE Processing Pipeline,916028c55e8cb2eb7053366d1e6cfd60,,https://www.encodeproject.org/files/ENCFF279YQH/@@download/ENCFF279YQH.bed.gz,mm10,,,released,,,,
ENCFF537UAE,bed bedMethyl,methylation state at CHG,ENCSR952CMN,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF021MPT, ENCFF061MUW, ENCFF476ZJG",2415039118,ENCODE Processing Pipeline,985edd977a51f5ae0c8bb1cb14f4ff00,,https://www.encodeproject.org/files/ENCFF537UAE/@@download/ENCFF537UAE.bed.gz,mm10,,,released,,,,
ENCFF326GKU,bed bedMethyl,methylation state at CpG,ENCSR952CMN,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF021MPT, ENCFF061MUW, ENCFF476ZJG",498168865,ENCODE Processing Pipeline,3993744d21fbcc356cfd957b85129ac5,,https://www.encodeproject.org/files/ENCFF326GKU/@@download/ENCFF326GKU.bed.gz,mm10,,,released,,,,
ENCFF403IYQ,bed bedMethyl,methylation state at CHH,ENCSR952CMN,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF021MPT, ENCFF061MUW, ENCFF476ZJG",7791656906,ENCODE Processing Pipeline,e49f81b9e7e98d2e1efaa83bf247e3e9,,https://www.encodeproject.org/files/ENCFF403IYQ/@@download/ENCFF403IYQ.bed.gz,mm10,,,released,,,,
ENCFF400NZS,bed bedMethyl,methylation state at CHG,ENCSR952CMN,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF040LCT, ENCFF128ITI, ENCFF476ZJG",2419175458,ENCODE Processing Pipeline,34196c60a5b7384dae87c608074bf473,,https://www.encodeproject.org/files/ENCFF400NZS/@@download/ENCFF400NZS.bed.gz,mm10,,,released,,,,
ENCFF646TSJ,bed bedMethyl,methylation state at CpG,ENCSR952CMN,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF040LCT, ENCFF128ITI, ENCFF476ZJG",499210961,ENCODE Processing Pipeline,83e91fa0e43f2bf79724df1f27056824,,https://www.encodeproject.org/files/ENCFF646TSJ/@@download/ENCFF646TSJ.bed.gz,mm10,,,released,,,,
ENCFF118LMO,bed bedMethyl,methylation state at CHH,ENCSR952CMN,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF040LCT, ENCFF128ITI, ENCFF476ZJG",7813685696,ENCODE Processing Pipeline,5b757c10e2b62f0bad16b514eabf6d6e,,https://www.encodeproject.org/files/ENCFF118LMO/@@download/ENCFF118LMO.bed.gz,mm10,,,released,,,,
ENCFF223LJW,bed bedMethyl,methylation state at CpG,ENCSR403DTW,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF360RJH",672601274,ENCODE Processing Pipeline,d68ffe43295529204bd25a922115c26c,,https://www.encodeproject.org/files/ENCFF223LJW/@@download/ENCFF223LJW.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF222RJM,bed bedMethyl,methylation state at CHH,ENCSR403DTW,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF360RJH",8580285257,ENCODE Processing Pipeline,5b3ab7d4db1cd412f10d72a4ee2ea892,,https://www.encodeproject.org/files/ENCFF222RJM/@@download/ENCFF222RJM.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF726QXC,bed bedMethyl,methylation state at CHG,ENCSR403DTW,whole-genome shotgun bisulfite sequencing,UBERON:0002046,thyroid gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF161MAN, ENCFF360RJH",2705745834,ENCODE Processing Pipeline,70cb51d9d40478cc57799d5eba19f0eb,,https://www.encodeproject.org/files/ENCFF726QXC/@@download/ENCFF726QXC.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF001TPF,bed bedMethyl,methylation state at CpG,ENCSR000DFC,RRBS,CL:2000000,epidermal melanocyte,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,1,1,,,,,,ENCFF000MIQ,15294745,"Richard Myers, HAIB",b15a42d582334bf0d4b0beeaec76d6f6,,https://www.encodeproject.org/files/ENCFF001TPF/@@download/ENCFF001TPF.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPG,bed bedMethyl,methylation state at CpG,ENCSR000DFC,RRBS,CL:2000000,epidermal melanocyte,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,2,1,,,,,,ENCFF000MIT,14412203,"Richard Myers, HAIB",ec9a4289a4588048b264d4d64cac978f,,https://www.encodeproject.org/files/ENCFF001TPG/@@download/ENCFF001TPG.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPH,bed bedMethyl,methylation state at CpG,ENCSR000DFC,RRBS,CL:2000000,epidermal melanocyte,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,9/30/11,ENCODE,,,,3,1,,,,,,ENCFF000MIU,13562244,"Richard Myers, HAIB",980956830a827c5273ebb043ed9b9c12,,https://www.encodeproject.org/files/ENCFF001TPH/@@download/ENCFF001TPH.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF618WAT,bed bedMethyl,methylation state at CpG,ENCSR042LOG,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF017VCY, ENCFF161MAN",672354523,ENCODE Processing Pipeline,acd8c6ef8b21b6e4b4c04f5987845027,,https://www.encodeproject.org/files/ENCFF618WAT/@@download/ENCFF618WAT.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF552DWF,bed bedMethyl,methylation state at CHH,ENCSR042LOG,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF017VCY, ENCFF161MAN",8456054281,ENCODE Processing Pipeline,b81a5def523e487845d60ba88a78d0b4,,https://www.encodeproject.org/files/ENCFF552DWF/@@download/ENCFF552DWF.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF427PVN,bed bedMethyl,methylation state at CHG,ENCSR042LOG,whole-genome shotgun bisulfite sequencing,UBERON:0002369,adrenal gland,tissue,Homo sapiens,,,,,DNA,,,,,FALSE,12/4/17,ENCODE,,,,1,,,,,,,"ENCFF017VCY, ENCFF161MAN",2679855907,ENCODE Processing Pipeline,82f229386a3b5a56eeda83cf28de8c6f,,https://www.encodeproject.org/files/ENCFF427PVN/@@download/ENCFF427PVN.bed.gz,GRCh38,,,released,,experiment not submitted to GEO,,
ENCFF673VYW,bed bedMethyl,methylation state at CHG,ENCSR344GSM,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF013QSH, ENCFF476ZJG, ENCFF850ZVF",2404937353,ENCODE Processing Pipeline,dcd93da659b0afcbeba70d1c2edff21e,,https://www.encodeproject.org/files/ENCFF673VYW/@@download/ENCFF673VYW.bed.gz,mm10,,,released,,,,
ENCFF897NOL,bed bedMethyl,methylation state at CpG,ENCSR344GSM,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF013QSH, ENCFF476ZJG, ENCFF850ZVF",492764899,ENCODE Processing Pipeline,83941c7ddab2bc1b645d6f2ee7b8cb31,,https://www.encodeproject.org/files/ENCFF897NOL/@@download/ENCFF897NOL.bed.gz,mm10,,,released,,,,
ENCFF885FQW,bed bedMethyl,methylation state at CHH,ENCSR344GSM,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF013QSH, ENCFF476ZJG, ENCFF850ZVF",7796644244,ENCODE Processing Pipeline,b3d232e0b5cdf4bd493a8c5e518fe2c0,,https://www.encodeproject.org/files/ENCFF885FQW/@@download/ENCFF885FQW.bed.gz,mm10,,,released,,,,
ENCFF004ZOY,bed bedMethyl,methylation state at CHG,ENCSR344GSM,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF549NKG, ENCFF719JZQ, ENCFF850UTE",2459934169,ENCODE Processing Pipeline,665b34fb01109dfaf5806554daf3daa8,,https://www.encodeproject.org/files/ENCFF004ZOY/@@download/ENCFF004ZOY.bed.gz,mm10,,,released,,,,
ENCFF793ZHN,bed bedMethyl,methylation state at CpG,ENCSR344GSM,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF549NKG, ENCFF719JZQ, ENCFF850UTE",508570544,ENCODE Processing Pipeline,3cbcd2cffc247b17c1860c95ef48c497,,https://www.encodeproject.org/files/ENCFF793ZHN/@@download/ENCFF793ZHN.bed.gz,mm10,,,released,,,,
ENCFF575NQV,bed bedMethyl,methylation state at CHH,ENCSR344GSM,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF476ZJG, ENCFF549NKG, ENCFF719JZQ, ENCFF850UTE",8031531433,ENCODE Processing Pipeline,79d4af76a176e9270826fc7691d11a94,,https://www.encodeproject.org/files/ENCFF575NQV/@@download/ENCFF575NQV.bed.gz,mm10,,,released,,,,
ENCFF001TPO,bed bedMethyl,methylation state at CpG,ENCSR472ORV,RRBS,CL:0000127,astrocyte,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,1,1,,,,,,ENCFF000MJK,12490928,"Richard Myers, HAIB",d59f910ae9a5ffc18227007865eefe0e,,https://www.encodeproject.org/files/ENCFF001TPO/@@download/ENCFF001TPO.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF001TPP,bed bedMethyl,methylation state at CpG,ENCSR472ORV,RRBS,CL:0000127,astrocyte,primary cell,Homo sapiens,,,,,DNA,,see document,see document,,FALSE,12/15/10,ENCODE,,,,2,1,,,,,,ENCFF000MJQ,14029214,"Richard Myers, HAIB",63b2a0dbb0ae58b1a0c76d5808b020c7,,https://www.encodeproject.org/files/ENCFF001TPP/@@download/ENCFF001TPP.bed.gz,hg19,,,released,,biological replicates with identical biosample,,
ENCFF548NAI,bed bedMethyl,methylation state at CHG,ENCSR734GST,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF048WGF, ENCFF476ZJG, ENCFF485OZO",2419532125,ENCODE Processing Pipeline,26af00bdb7397f78bcf4e884176d1b27,,https://www.encodeproject.org/files/ENCFF548NAI/@@download/ENCFF548NAI.bed.gz,mm10,,,released,,,,
ENCFF923CEU,bed bedMethyl,methylation state at CHG,ENCSR734GST,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF354IBX, ENCFF476ZJG, ENCFF737LCY",2400027134,ENCODE Processing Pipeline,c5e5beec4738f3de7a5789fd7b816baa,,https://www.encodeproject.org/files/ENCFF923CEU/@@download/ENCFF923CEU.bed.gz,mm10,,,released,,,,
ENCFF467JWP,bed bedMethyl,methylation state at CpG,ENCSR734GST,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF048WGF, ENCFF476ZJG, ENCFF485OZO",499219252,ENCODE Processing Pipeline,359c49671d910f53c551069357cdbd65,,https://www.encodeproject.org/files/ENCFF467JWP/@@download/ENCFF467JWP.bed.gz,mm10,,,released,,,,
ENCFF283KKF,bed bedMethyl,methylation state at CHH,ENCSR734GST,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,1,,,,,,,"ENCFF048WGF, ENCFF476ZJG, ENCFF485OZO",7810951763,ENCODE Processing Pipeline,3260c4dc8b4fd72e8dd34b967f0d6819,,https://www.encodeproject.org/files/ENCFF283KKF/@@download/ENCFF283KKF.bed.gz,mm10,,,released,,,,
ENCFF894POI,bed bedMethyl,methylation state at CpG,ENCSR734GST,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF354IBX, ENCFF476ZJG, ENCFF737LCY",493356001,ENCODE Processing Pipeline,ea1bb108aea02c2c561a47869835e8d5,,https://www.encodeproject.org/files/ENCFF894POI/@@download/ENCFF894POI.bed.gz,mm10,,,released,,,,
ENCFF585WMY,bed bedMethyl,methylation state at CHH,ENCSR734GST,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,8/18/15,ENCODE,,,,2,,,,,,,"ENCFF354IBX, ENCFF476ZJG, ENCFF737LCY",7728398380,ENCODE Processing Pipeline,0d54460b37bafbd74622064aee14239a,,https://www.encodeproject.org/files/ENCFF585WMY/@@download/ENCFF585WMY.bed.gz,mm10,,,released,,,,
ENCFF584DMO,bed bedMethyl,methylation state at CHG,ENCSR091VFX,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF181OSM, ENCFF186MFM, ENCFF476ZJG",2409158901,ENCODE Processing Pipeline,ce46eb89a8fd973a2fdf4277e632a49b,,https://www.encodeproject.org/files/ENCFF584DMO/@@download/ENCFF584DMO.bed.gz,mm10,,,released,,,,
ENCFF611XAY,bed bedMethyl,methylation state at CpG,ENCSR091VFX,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF181OSM, ENCFF186MFM, ENCFF476ZJG",494835680,ENCODE Processing Pipeline,7db83772a805dc0e66816c8de454e282,,https://www.encodeproject.org/files/ENCFF611XAY/@@download/ENCFF611XAY.bed.gz,mm10,,,released,,,,
ENCFF983JGH,bed bedMethyl,methylation state at CHG,ENCSR091VFX,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF021MKZ, ENCFF476ZJG, ENCFF540VWA",2412609124,ENCODE Processing Pipeline,52373dee168f6969d1637bd77f74111a,,https://www.encodeproject.org/files/ENCFF983JGH/@@download/ENCFF983JGH.bed.gz,mm10,,,released,,,,
ENCFF061VBW,bed bedMethyl,methylation state at CHH,ENCSR091VFX,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF181OSM, ENCFF186MFM, ENCFF476ZJG",7807586675,ENCODE Processing Pipeline,5f1849e095e2f10385ef07da749326db,,https://www.encodeproject.org/files/ENCFF061VBW/@@download/ENCFF061VBW.bed.gz,mm10,,,released,,,,
ENCFF750DYD,bed bedMethyl,methylation state at CpG,ENCSR091VFX,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF021MKZ, ENCFF476ZJG, ENCFF540VWA",495656535,ENCODE Processing Pipeline,0cecafb8cf2ce41fe374677d1c13ddc3,,https://www.encodeproject.org/files/ENCFF750DYD/@@download/ENCFF750DYD.bed.gz,mm10,,,released,,,,
ENCFF982XEC,bed bedMethyl,methylation state at CHH,ENCSR091VFX,whole-genome shotgun bisulfite sequencing,UBERON:0001891,midbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF021MKZ, ENCFF476ZJG, ENCFF540VWA",7820652289,ENCODE Processing Pipeline,805041a86bdd2aaaba82eeab464bce13,,https://www.encodeproject.org/files/ENCFF982XEC/@@download/ENCFF982XEC.bed.gz,mm10,,,released,,,,
ENCFF440PTK,bed bedMethyl,methylation state at CHG,ENCSR398UCM,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF031NZW, ENCFF476ZJG, ENCFF912MFP",2389775486,ENCODE Processing Pipeline,57f5624b6732c9887d822296820e1bbb,,https://www.encodeproject.org/files/ENCFF440PTK/@@download/ENCFF440PTK.bed.gz,mm10,,,released,low coverage,,,
ENCFF279GQT,bed bedMethyl,methylation state at CpG,ENCSR398UCM,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF031NZW, ENCFF476ZJG, ENCFF912MFP",487960987,ENCODE Processing Pipeline,397d0a2639ec88038c3b50d2cf8756ec,,https://www.encodeproject.org/files/ENCFF279GQT/@@download/ENCFF279GQT.bed.gz,mm10,,,released,low coverage,,,
ENCFF069YRI,bed bedMethyl,methylation state at CHH,ENCSR398UCM,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,1,,,,,,,"ENCFF031NZW, ENCFF476ZJG, ENCFF912MFP",7724808231,ENCODE Processing Pipeline,1cac6e5dd317fb86d284356b3e5e7f8d,,https://www.encodeproject.org/files/ENCFF069YRI/@@download/ENCFF069YRI.bed.gz,mm10,,,released,low coverage,,,
ENCFF223ZGM,bed bedMethyl,methylation state at CHG,ENCSR398UCM,whole-genome shotgun bisulfite sequencing,UBERON:0002028,hindbrain,tissue,Mus musculus,,,,,DNA,,Qiagen DNeasy Blood and Tissue Kit,Qaigen Kit DnEasy Blood and Tissue 69504,,FALSE,6/30/14,ENCODE,,,,2,,,,,,,"ENCFF074QDS, ENCFF162YCH, ENCFF476ZJG",2402031389,ENCODE Processing Pipeline,4c4bc6d65003c0979453e693daabf91d,,https://www.encodeproject.org/files/ENCFF223ZGM/@@download/ENCFF223ZGM.bed.gz,mm10,,,released,low coverage,,,
